sec,nanosec,x,y
1532400514,505217000,345.1472173528061,1030.0307350621863
1532400514,525033000,345.0837097887859,1029.8792676670068
1532400514,545693000,345.01951213472773,1029.7283989719867
1532400514,564904000,344.9595831883621,1029.5876653983007
1532400514,585337000,344.89581627734435,1029.4375167230226
1532400515,5013000,343.50806171893095,1026.1175059025393
1532400515,25400000,343.43722930040553,1025.9465837631478
1532400515,45237000,343.3686251623199,1025.7812716827432
1532400515,64933000,343.30055004960514,1025.6171808949598
1532400515,85456000,343.22980726634177,1025.4465288667946
1532400515,105078000,343.1606185504008,1025.2843929148041
1532400515,125335000,343.0893648853319,1025.117116025479
1532400515,145163000,343.0197341628738,1024.949950274473
1532400515,165254000,342.9492698956081,1024.7807247397566
1532400515,184977000,342.8800894806856,1024.6145905530893
1532400515,505145000,341.7293868221316,1021.849972531003
1532400515,525333000,341.6536315242257,1021.6713695933256
1532400515,545540000,341.5781208281675,1021.490980115596
1532400515,565263000,341.50454254238446,1021.3151378137712
1532400515,585070000,341.430880904225,1021.1390116582616
1532400515,604903000,341.35590482443894,1020.9599120121268
1532400515,625083000,341.27991110217476,1020.7783964225446
1532400515,644760000,341.2056879858533,1020.6026901098414
1532400515,664761000,341.1304697253883,1020.4246429215322
1532400515,685339000,341.05333267246107,1020.2420635205768
1532400515,825377000,340.5275478926169,1018.9990371467371
1532400516,4922000,339.8676793565717,1017.4288010914515
1532400516,24820000,339.79097191637135,1017.2476587351138
1532400516,47531000,339.703946835667,1017.0417649163343
1532400516,65215000,339.6354146420392,1016.8800807286813
1532400516,85200000,339.5584525023223,1016.6982249286377
1532400516,105220000,339.479701444091,1016.5122492032758
1532400516,125340000,339.4011979352662,1016.3283778056168
1532400516,145568000,339.3222316510394,1016.1435757545711
1532400516,165498000,339.2423156815741,1015.9568057533401
1532400516,184651000,339.16545705564045,1015.7773376503482
1532400516,325419000,338.6082023369713,1014.4671266592559
1532400516,504611000,337.8826741214021,1012.7666354003871
1532400516,525373000,337.79876494523137,1012.5662340294299
1532400516,545544000,337.7172360819976,1012.3715375596978
1532400516,565511000,337.6355696523337,1012.1772017259021
1532400516,584795000,337.5567333889947,1011.9895618826498
1532400516,604604000,337.47444364758695,1011.7958424662105
1532400516,624719000,337.3910773964653,1011.5995840398983
1532400516,644655000,337.30854259892584,1011.4053270314218
1532400516,665297000,337.22282724680275,1011.2042188258775
1532400516,685457000,337.1391847098678,1011.0079115933189
1532400516,885412000,336.2990284150244,1009.0230476489836
1532400517,105511000,335.3603006221358,1006.8267350589759
1532400517,125514000,335.2748820221774,1006.6266849634171
1532400517,145475000,335.18854938191157,1006.4251230840644
1532400517,164821000,335.10483835221686,1006.229751366383
1532400517,184563000,335.01955074721616,1006.030636341853
1532400517,204833000,334.93143661141005,1005.8249849446918
1532400517,225397000,334.8421665870561,1005.6165611534516
1532400517,244583000,334.7587354887601,1005.4218736213501
1532400517,264582000,334.67114499056294,1005.2183883195971
