sec,nanosec,x,y
1537299486,400724000,1950.4958006004233,1042.6455620967095
1537299486,425118000,1950.3762946263312,1042.6409723874308
1537299486,441137000,1950.2952785482476,1042.6385781912102
1537299486,460596000,1950.1992569687877,1042.6361951268839
1537299486,480382000,1950.100618560257,1042.6350339996322
1537299486,500583000,1949.9992808404568,1042.6358535706925
1537299486,521089000,1949.895988487303,1042.637781824417
1537299486,540690000,1949.7967212573976,1042.6401185892166
1537299486,560623000,1949.696367542733,1042.643279789531
1537299486,581108000,1949.5925291440321,1042.647715645983
1537299486,600938000,1949.489231260131,1042.6527086823544
1537299486,620733000,1949.3856343909076,1042.6588116617813
1537299486,640689000,1949.2803692214118,1042.666377317499
1537299486,661029000,1949.1684879182887,1042.6748475322024
1537299486,680258000,1949.0618296828993,1042.6840872775213
1537299486,700983000,1948.944453017928,1042.6961690106773
1537299486,721117000,1948.8301499861745,1042.7090296451966
1537299486,741000000,1948.7167666863024,1042.7231844880855
1537299486,760627000,1948.6084409624964,1042.7368206470283
1537299486,780841000,1948.496873767098,1042.7520715671678
1537299486,801242000,1948.384327932437,1042.768488328561
1537299486,821137000,1948.275926424229,1042.7861259493384
1537299486,840709000,1948.1686823779517,1042.8047497112614
1537299486,860857000,1948.0597679312816,1042.824497652269
1537299486,880981000,1947.9505956779321,1042.8452849124471
1537299486,900323000,1947.8420859990422,1042.8671301028971
1537299486,921095000,1947.7258893432663,1042.8914293198302
1537299486,941760000,1947.6099989108743,1042.9161754780532
1537299486,961091000,1947.5013269720728,1042.939893894237
1537299486,980723000,1947.3908360653168,1042.9649919949131
1537299487,956000,1947.2812155080933,1042.9905404903884
1537299487,21065000,1947.171871782052,1043.0167757260783
1537299487,41227000,1947.0610724057988,1043.0451310471162
1537299487,60875000,1946.9532692812193,1043.0732885093714
1537299487,80940000,1946.8428227413385,1043.1029992436322
1537299487,101022000,1946.7281037831026,1043.1342854809666
1537299487,120382000,1946.617129614244,1043.165303695978
1537299487,141254000,1946.4976545506631,1043.199685040221
1537299487,161235000,1946.3849979834863,1043.2328268217645
1537299487,181024000,1946.2730670341455,1043.2665846332263
1537299487,200728000,1946.1536765059952,1043.3027479529185
1537299487,220926000,1946.0317677723817,1043.3404484665414
1537299487,241009000,1945.914318867843,1043.3783323744112
1537299487,260836000,1945.798428066668,1043.4161831122183
1537299487,280345000,1945.6842582428255,1043.454218007441
1537299487,301106000,1945.563038949653,1043.4952891404625
1537299487,321191000,1945.4455637026883,1043.5357269679425
1537299487,341555000,1945.3280278021175,1043.576963595092
1537299487,361062000,1945.2153365350655,1043.6168664392098
1537299487,381124000,1945.099297720475,1043.658540982489
1537299487,400982000,1944.9851825369124,1043.7005228455325
1537299487,420854000,1944.8706876863757,1043.7431146453916
1537299487,441027000,1944.754337409685,1043.7852448401818
1537299487,462316000,1944.6314618298115,1043.8298925362365
1537299487,480589000,1944.5253561283382,1043.8688621502286
1537299487,501203000,1944.401834314314,1043.9157965543357
1537299487,521163000,1944.281933955162,1043.9618062224986
1537299487,541005000,1944.1625899903295,1044.008419583663
1537299487,560567000,1944.0446370215084,1044.0547797945924
1537299487,581178000,1943.920513799387,1044.1040359905926
1537299487,600358000,1943.8070954357888,1044.1500323916614
1537299487,621026000,1943.6847706788815,1044.1999603653633
1537299487,640657000,1943.5626125457732,1044.249975225655
1537299487,660840000,1943.4368593947677,1044.3017066089499
1537299487,681008000,1943.3112368020693,1044.3538775894224
1537299487,700532000,1943.1952753296255,1044.4021145047352
1537299487,721201000,1943.0722251846662,1044.4536637537492
1537299487,741217000,1942.9526703494632,1044.5042626471147
1537299487,760962000,1942.8300973580185,1044.5567195743931
1537299487,780329000,1942.709700848496,1044.6087152437783
1537299487,800873000,1942.584056278158,1044.6635451399652
1537299487,821075000,1942.4602213517126,1044.7179914411477
1537299487,841013000,1942.3377592181591,1044.7723688298129
1537299487,861168000,1942.20939695139,1044.8298020085017
1537299487,881031000,1942.0828110363457,1044.8869066443867
1537299487,901187000,1941.954083301516,1044.9442322846182
1537299487,920506000,1941.8304707975794,1044.999686598576
1537299487,940504000,1941.7022078329555,1045.0585726105408
1537299487,960281000,1941.5752759458,1045.1177223776529
1537299487,981051000,1941.4422400680098,1045.17987558613
1537299488,850000,1941.3109401549139,1045.240509313089
1537299488,20403000,1941.1814463055453,1045.3006861739673
1537299488,40465000,1941.0521851337708,1045.3611572694952
1537299488,61000000,1940.9201596062805,1045.4236099697937
1537299488,80488000,1940.7946425849418,1045.483219588247
1537299488,100254000,1940.6691423948635,1045.5437806514149
1537299488,120362000,1940.54139137259,1045.6057392183623
1537299488,140571000,1940.4059750398922,1045.6709770405269
1537299488,161056000,1940.2686685300691,1045.7378562263827
1537299488,180397000,1940.1388372753229,1045.8013822172006
1537299488,201045000,1940.0053934090704,1045.8673529265852
1537299488,220933000,1939.8767147572178,1045.931335039537
1537299488,240690000,1939.7445959469092,1045.9978998544957
1537299488,260835000,1939.609866633276,1046.066019006377
1537299488,280953000,1939.475480101096,1046.1343158580262
1537299488,300504000,1939.3430730812388,1046.2021795732533
1537299488,320376000,1939.2088763295726,1046.2712404953734
1537299488,341276000,1939.0682942360354,1046.3438745756678
1537299488,360599000,1938.93578119039,1046.4124241308862
1537299488,380235000,1938.8016322024716,1046.482114334515
1537299488,401056000,1938.6600857889512,1046.5558567361863
1537299488,420796000,1938.5253234838206,1046.626465409928
1537299488,440323000,1938.3917914370513,1046.6956199427839
1537299488,460943000,1938.2511694708094,1046.7684968628243
1537299488,480587000,1938.1171831398535,1046.8382011236233
1537299488,500988000,1937.9782735168749,1046.9117159294149
1537299488,520935000,1937.842552237179,1046.9837587677832
1537299488,540949000,1937.7073113561084,1047.055884431354
1537299488,561028000,1937.5717393562652,1047.128281886319
1537299488,580729000,1937.4387721786914,1047.1994855330756
1537299488,600313000,1937.3101336533095,1047.2687509903772
1537299488,620292000,1937.178733582466,1047.3395917270036
1537299488,640927000,1937.0428125478286,1047.4120392528619
1537299488,661098000,1936.910036903083,1047.4833310284866
1537299488,680861000,1936.7796694056808,1047.553367668674
1537299488,700965000,1936.6471232955896,1047.6255440373593
1537299488,720965000,1936.5150010989162,1047.697623968363
1537299488,741277000,1936.3774423223863,1047.77235340995
1537299488,760948000,1936.243842195613,1047.8450428702583
1537299488,781071000,1936.1071613101417,1047.9195686437577
1537299488,800970000,1935.9696011230542,1047.9952068545938
1537299488,820630000,1935.8337094290803,1048.0700913721837
1537299488,840361000,1935.6943739714852,1048.1475629043193
1537299488,860951000,1935.5490416420375,1048.2283983714399
1537299488,881152000,1935.4065866394599,1048.307844962899
1537299488,901176000,1935.26480736731,1048.3867059358731
1537299488,920437000,1935.128551662649,1048.4627096530899
1537299488,940958000,1934.984157028592,1048.5443077546634
1537299488,960745000,1934.844922036184,1048.6232207738526
1537299488,980982000,1934.7029261304742,1048.7038076355386
1537299489,1121000,1934.560655156569,1048.784243153368
1537299489,20860000,1934.4214342448975,1048.8631019613722
1537299489,40440000,1934.2805968233574,1048.9427655292313
1537299489,60402000,1934.13722595129,1049.0238750056776
1537299489,80943000,1933.9879084631482,1049.1077340213442
1537299489,101208000,1933.8401159594107,1049.1906838156099
1537299489,121194000,1933.694859282298,1049.2722916708492
1537299489,140280000,1933.5610506183014,1049.348452156273
1537299489,160943000,1933.4167642424109,1049.430488867652
1537299489,180655000,1933.27925377827,1049.508749353127
1537299489,200710000,1933.1394861373599,1049.587334483223
1537299489,220889000,1932.998960201011,1049.666365788557
1537299489,241068000,1932.8580202088315,1049.7479211768564
1537299489,260842000,1932.7199953187562,1049.8279637152227
1537299489,280637000,1932.5819237302596,1049.908051360698
1537299489,300961000,1932.438778434735,1049.990182507201
1537299489,320364000,1932.302165206888,1050.068667670993
1537299489,340257000,1932.162267082233,1050.149040792226
1537299489,360178000,1932.021735220791,1050.2288230155716
1537299489,380946000,1931.8753985240064,1050.3119189092233
1537299489,400721000,1931.7360511455577,1050.3911148039215
1537299489,420764000,1931.5948704128666,1050.4713574697234
1537299489,440856000,1931.451264920694,1050.5534174234863
1537299489,460981000,1931.3095268035493,1050.6354190615389
1537299489,480898000,1931.1692536803346,1050.7165777846585
1537299489,500840000,1931.02776119991,1050.7972598118756
1537299489,520981000,1930.8849389547638,1050.878712515143
1537299489,540389000,1930.7439505982254,1050.9600185499871
1537299489,561075000,1930.5939439220854,1051.046446457703
1537299489,580323000,1930.4544128584087,1051.12701566256
1537299489,600995000,1930.302165736725,1051.2140828226968
1537299489,620483000,1930.1587537880107,1051.2962395067632
1537299489,640668000,1930.0108637886758,1051.3810644231953
1537299489,661304000,1929.8630730887185,1051.4672159010609
1537299489,680981000,1929.7223080360645,1051.5493861012696
1537299489,700734000,1929.5804709166905,1051.6320648651463
1537299489,720750000,1929.4369627183041,1051.7156801746478
1537299489,741093000,1929.2913118484978,1051.8005113255774
1537299489,760190000,1929.15466270277,1051.8801755705642
1537299489,781024000,1929.0047197934277,1051.9691872122346
1537299489,800937000,1928.8615533367674,1052.0543342210804
1537299489,820957000,1928.7193208595281,1052.1377558305164
1537299489,840596000,1928.5798627049935,1052.2195727409442
1537299489,860412000,1928.439174243431,1052.3020341326778
1537299489,880464000,1928.295785079796,1052.3852142478202
1537299489,900933000,1928.1510714849576,1052.4715899543555
1537299489,920844000,1928.0103688241595,1052.5556540506407
1537299489,940957000,1927.8648125788516,1052.6418200846745
1537299489,980312000,1927.5801304650993,1052.8104035326871
1537299490,1052000,1927.4306316435186,1052.8987216662067
1537299490,20996000,1927.2870098595295,1052.983664400665
1537299490,40873000,1927.142421740089,1053.069580085227
1537299490,60711000,1926.9982745163857,1053.1553791282151
1537299490,80538000,1926.8544988317801,1053.240953471942
1537299490,100661000,1926.7082210351234,1053.3290836224087
1537299490,121151000,1926.5596319939377,1053.4185598502686
1537299490,141057000,1926.4164216203953,1053.5030566723465
1537299490,161018000,1926.2730988371752,1053.587640391574
1537299490,180898000,1926.1305215830466,1053.6717558089274
1537299490,200367000,1925.9914786433699,1053.753698169649
1537299490,221088000,1925.8436146516851,1053.8407962968458
1537299490,241104000,1925.702124954358,1053.924373914223
1537299490,260885000,1925.5625483971608,1054.0070137657788
1537299490,280844000,1925.4217143122871,1054.0903654280569
1537299490,300996000,1925.2780694610851,1054.1751149283668
1537299490,321030000,1925.135368724379,1054.2593427754712
1537299490,340214000,1924.998824866514,1054.340025724788
1537299490,361167000,1924.849800517434,1054.4295081193861
1537299490,381074000,1924.7083434847482,1054.5145851045506
1537299490,400925000,1924.5671290976918,1054.6008591530717
1537299490,420705000,1924.4265705827881,1054.6867252975626
1537299490,440595000,1924.2853735763779,1054.7729488531868
1537299490,460580000,1924.1402714408343,1054.8595202245356
1537299490,480907000,1923.9930109402214,1054.9473645922176
1537299490,500653000,1923.8458185139903,1055.0362802480242
1537299490,520286000,1923.7000115641206,1055.12440736227
1537299490,540362000,1923.5545077671334,1055.2118469924965
1537299490,560533000,1923.4086714572447,1055.299494186448
1537299490,580335000,1923.2658190984214,1055.3854322821346
1537299490,600354000,1923.115621374366,1055.4748586547282
1537299490,620898000,1922.9623073175878,1055.5661803047474
1537299490,640447000,1922.82224864398,1055.6500787546986
1537299490,660360000,1922.680074532703,1055.7352230696029
1537299490,680450000,1922.5369100677374,1055.8209986249558
1537299490,703107000,1922.3757540760716,1055.918662051805
1537299490,720814000,1922.2502301881318,1055.9951611536967
1537299490,740406000,1922.1097937895763,1056.0806309282932
1537299490,760517000,1921.96590020451,1056.1681930288116
1537299490,780419000,1921.8238295635724,1056.2546928285549
1537299490,801060000,1921.679542837923,1056.342238090158
1537299490,820305000,1921.5453018624567,1056.423803775638
1537299490,840916000,1921.4007697417912,1056.5113601066935
1537299490,860582000,1921.2631596033161,1056.5949181456824
1537299490,880702000,1921.1224293132407,1056.6803216687754
1537299490,900672000,1920.9799589012648,1056.7661791978912
1537299490,940824000,1920.6953769355587,1056.9388461785197
1537299490,960435000,1920.557204933685,1057.023340274083
1537299490,980556000,1920.415601808769,1057.1099312031195
1537299491,452000,1920.274032840866,1057.1977952812551
1537299491,21054000,1920.1277658945246,1057.2885224709235
1537299491,40119000,1919.9953617471467,1057.3709848149642
1537299491,60897000,1919.851142647067,1057.4606458936385
1537299491,80625000,1919.7143881495915,1057.5458059364676
1537299491,100322000,1919.572473544327,1057.633595301009
1537299491,120227000,1919.429439688979,1057.722038355877
1537299491,140892000,1919.281383262298,1057.813530047139
1537299491,160909000,1919.138220149526,1057.901382953221
1537299491,180754000,1918.9965837619452,1057.9883290829343
1537299491,200916000,1918.8529046850726,1058.0774029730414
1537299491,220528000,1918.7134050491327,1058.1639344407652
1537299491,240182000,1918.5738528813076,1058.250413421402
1537299491,260099000,1918.4321073297435,1058.3385016010848
1537299491,280879000,1918.284537566858,1058.4301013084457
1537299491,300861000,1918.1438789629476,1058.5169001523436
1537299491,320854000,1918.003300841693,1058.6036327562663
1537299491,340945000,1917.8613614139679,1058.6921838823378
1537299491,360837000,1917.7209869171356,1058.7798361217897
1537299491,380902000,1917.5795853179493,1058.8681200346803
1537299491,401078000,1917.4374114132622,1058.9560689519544
1537299491,420212000,1917.3027343564775,1059.0394527609997
1537299491,440883000,1917.158142384178,1059.1288686558953
1537299491,460101000,1917.0238893258381,1059.21192851233
1537299491,480893000,1916.8786506178567,1059.3017234290976
1537299491,501061000,1916.7391748492435,1059.3883084736115
1537299491,520829000,1916.6024648956918,1059.4731934007796
1537299491,540474000,1916.4664617802312,1059.558836122113
1537299491,560876000,1916.3252255621692,1059.6477898908054
1537299491,580862000,1916.1868799576844,1059.7349622836944
1537299491,600899000,1916.0471268759204,1059.8223329697335
1537299491,620622000,1915.909599358161,1059.9083422965853
1537299491,640695000,1915.766865413823,1059.9967263197727
1537299491,661067000,1915.6219711288522,1060.0863778292548
1537299491,680432000,1915.4843231100767,1060.1715879920598
1537299491,701105000,1915.337113425716,1060.2622399935556
1537299491,720864000,1915.1965014492243,1060.3488444323289
1537299491,740826000,1915.0544618390347,1060.4361920705348
