sec,nanosec,x,y
1542800868,251608000,1458.108242373757,1103.8655753407847
1542800868,271662000,1457.9982043114926,1103.630840883754
1542800868,291292000,1457.8872584207688,1103.4007866947684
1542800868,311498000,1457.7732951517753,1103.1642824099365
1542800868,331557000,1457.6603547065117,1102.929727223813
1542800868,351665000,1457.5468245925163,1102.6933443290866
1542800868,371745000,1457.4336681123025,1102.4575695167755
1542800868,391627000,1457.3211979673033,1102.2262735578329
1542800868,411756000,1457.2074532568,1101.9923555122575
1542800868,431673000,1457.095016745941,1101.7610398074978
1542800868,451427000,1456.9822834189813,1101.5314166996252
1542800868,531835000,1456.525641681802,1100.593996234635
1542800868,751812000,1455.2932107032684,1098.0311126532924
1542800868,771038000,1455.1856546283157,1097.806936370621
1542800868,791690000,1455.0667573575154,1097.563904195781
1542800868,811880000,1454.9504884139747,1097.326436513626
1542800868,831818000,1454.8358678060429,1097.0922100115038
1542800868,851986000,1454.7212577605771,1096.8563988219892
1542800868,871624000,1454.6097731582022,1096.6269927629016
1542800868,891396000,1454.4965133133217,1096.3944706701402
1542800868,911286000,1454.382773196302,1096.1607671375095
1542800868,931632000,1454.266724401842,1095.922059595673
1542800868,951187000,1454.1571112015445,1095.6936003128958
1542800869,171032000,1452.9199543468424,1093.1070665819498
1542800869,251007000,1452.4741842626709,1092.1592376769695
1542800869,271687000,1452.359018585482,1091.9161330043041
1542800869,291766000,1452.2448918789516,1091.6783449491513
1542800869,311310000,1452.1338071867483,1091.4470871579722
1542800869,330969000,1452.0222651475442,1091.2148026186796
1542800869,351858000,1451.9036156525983,1090.9674017109903
1542800869,371585000,1451.7916096331633,1090.7339441333986
1542800869,391111000,1451.6788362054901,1090.502733477369
1542800869,411652000,1451.5605071468012,1090.2598606929946
1542800869,432394000,1451.441324078317,1090.0149410123072
1542800869,451617000,1451.3327670431768,1089.786405454698
1542800869,591625000,1450.529756714265,1088.1232527558627
1542800869,750993000,1449.6084482190959,1086.2156713636737
1542800869,771604000,1449.4890205556485,1085.9692822790942
1542800869,791792000,1449.3737085351663,1085.7285115223685
1542800869,811581000,1449.260645086914,1085.4927542230964
1542800869,832967000,1449.1385211992292,1085.2383781398175
1542800869,851683000,1449.035450224909,1085.0265080845816
1542800869,870979000,1448.9287842760864,1084.8073245358028
1542800869,891620000,1448.8087842378213,1084.5636629762525
1542800869,911365000,1448.6936247185965,1084.330501162095
1542800869,931384000,1448.5769027009153,1084.0942048037482
1542800869,951424000,1448.4586823416585,1083.8547803518586
